ID,Company,Business Unit,Department,Job Title,Business Title,Supervisor ID,Reg/Temp,Full/Part,Start Date,Rehire Date,Term Date,Voluntary / Involuntary,Term Reason,Age,Gender,EEO-1 Category,Ethnicity,Marital Status,Zip Code,Date of Last Promo,Promo Reason,Term(1)/Stay(0),Rehire Flag,Promo Flag,Lat_Lng_Home,Office_zip,Lat_Lng_Office,Distance_mile,Length_Stay
emp0130,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Creative,Art Director,Creative Director Art,sup0069,Temporary,1,1999-09-28,2014-01-06,2014-04-25,Voluntary,End Temporary Employment-V,51.28,1,2-Professionals,1-White,0,11211,5/1/05,Outstanding Performance,1,1,1,"(40.71, -73.95)",08540,"(40.4, -74.7)",44.89483873116236,109 days 00:00:00.000000000
emp0831,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Project Management,Project Management Specialist,Technical Project Manager,sup0121,Temporary,1,2007-02-20,2015-01-26,2015-03-20,Voluntary,End Temporary Employment-V,56.63,1,2-Professionals,1-White,0,84106,,,1,1,0,"(40.71, -111.86)",84111,"(40.76, -111.88)",3.606295182955766,53 days 00:00:00.000000000
emp1031,"McCann Relationship Mktg, LLC",MRM McCann New York,Strategic Planning,Strategic Planner,Digital Strategist,sup0188,Temporary,1,2013-11-04,2014-09-12,2015-02-20,Voluntary,End Temporary Employment-V,27.41,1,2-Professionals,1-White,0,11105,,,1,1,0,"(40.78, -73.91)",10017,"(40.75, -73.973)",3.8999987324625227,161 days 00:00:00.000000000
emp1422,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Supervisor/Manager,Account Supervisor,sup0470,Regular,1,2013-09-23,,2017-05-17,Voluntary,Resignation-V,52.3,0,B-First/Mid Level Officials,1-White,0,84043,,,1,0,0,"(40.39, -111.85)",84111,"(40.76, -111.88)",25.578967703338986,1332 days 00:00:00.000000000
emp1641,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Creative,Associate Creative Director,VP Associate Creative Director,sup0267,Regular,1,1997-09-24,2005-03-21,2016-12-01,Involuntary,Elimination of Position-I,48.7,1,B-First/Mid Level Officials,1-White,0,08648,10/16/06,Normal Career Progression,1,1,1,"(40.28, -74.72)",08540,"(40.4, -74.7)",8.34679678935912,4273 days 00:00:00.000000000
emp1758,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Creative Director,VP Creative Director,sup0070,Regular,1,1999-01-05,2008-05-30,2018-01-31,Voluntary,Relocation-V,48.75,0,B-First/Mid Level Officials,1-White,0,07208,1/1/16,Normal Career Progression,1,1,1,"(40.68, -74.23)",10017,"(40.75, -73.973)",14.331908247112185,3533 days 00:00:00.000000000
emp1866,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Strategic Planning,Digital Strategist,Senior Social Media Strategist,sup0395,Regular,1,2013-05-06,,2016-05-27,Voluntary,Resignation-V,30.44,1,2-Professionals,1-White,0,18902,11/1/14,Outstanding Performance,1,0,1,"(40.36, -75.11)",08540,"(40.4, -74.7)",21.80936907968969,1117 days 00:00:00.000000000
emp1932,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Engagement Planning,Engagement Planner,Engagement Planner,sup0295,Regular,1,2012-06-11,,2017-08-31,Voluntary,Resignation-Other Position-V,35.39,1,2-Professionals,1-White,0,84106,5/1/15,Normal Career Progression,1,0,1,"(40.71, -111.86)",84111,"(40.76, -111.88)",3.606295182955766,1907 days 00:00:00.000000000
emp2003,"McCann Relationship Mktg, LLC",MRM McCann New York,Broadcast,Head of Production,SVP Dir of Broadcast Prod,sup0070,Regular,1,1981-01-05,2010-04-05,2017-11-01,Involuntary,Elimination of Position-I,67.41,1,A-Executive/Sr Level Officials,1-White,0,10023,2/1/12,Outstanding Performance,1,1,1,"(40.78, -73.98)",10017,"(40.75, -73.973)",2.102410699366241,2767 days 00:00:00.000000000
emp2064,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Management Supervisor,Business Mgr,sup0205,Regular,1,1997-05-12,2011-07-18,2018-04-09,Involuntary,Elimination of Position-I,47.44,1,B-First/Mid Level Officials,1-White,0,48236,,,1,1,0,"(42.42, -82.9)",48009,"(42.55, -83.22)",18.648880374931817,2457 days 00:00:00.000000000
emp2213,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Project Coordinator,Content Analyst,sup0152,Regular,1,2012-06-04,,2015-07-15,Voluntary,Relocation-V,26.65,1,2-Professionals,1-White,0,49237,5/1/14,Outstanding Performance,1,0,1,"(42.18, -84.64)",48009,"(42.55, -83.22)",77.03868033807574,1136 days 00:00:00.000000000
emp2405,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Senior Art Director,Senior Art Director,sup0189,Regular,1,2009-08-19,,2016-05-02,Involuntary,Elimination of Position-I,62.36,0,2-Professionals,1-White,0,10022,,,1,0,0,"(40.76, -73.97)",10017,"(40.75, -73.973)",0.7077557007034554,2448 days 00:00:00.000000000
emp2602,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Tech Specialist/Architect,Information Architect,sup0418,Regular,1,2008-07-28,,2015-03-03,Involuntary,Elimination of Position-I,56.39,1,2-Professionals,1-White,0,10598,,,1,0,0,"(41.29, -73.79)",10017,"(40.75, -73.973)",38.47100554918078,2409 days 00:00:00.000000000
emp2614,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Experience Planning,User Experience Director,"VP, Exper Planning Director",sup0239,Regular,1,2006-01-03,,2016-08-02,Involuntary,Staff Reduction-I,48.79,0,B-First/Mid Level Officials,1-White,0,84124,,,1,0,0,"(40.68, -111.79)",84111,"(40.76, -111.88)",7.266216342485711,3864 days 00:00:00.000000000
emp1804,"McCann Relationship Mktg, LLC",MRM McCann New York,Technology,Dig Front End Developers,Front End Developer,sup0025,Regular,1,2013-06-11,,2015-10-09,Voluntary,Resignation-Other Position-V,27.04,0,2-Professionals,1-White,0,11235,1/1/15,Outstanding Performance,1,0,1,"(40.58, -73.95)",10017,"(40.75, -73.973)",11.792372030606684,850 days 00:00:00.000000000
emp1857,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Strategic Planning,Digital Strategist,Senior Social Media Strategist,sup0395,Regular,1,2014-09-15,,2016-03-01,Involuntary,Elimination of Position-I,33.46,1,2-Professionals,1-White,0,18940,,,1,0,0,"(40.26, -74.96)",08540,"(40.4, -74.7)",16.786969258342435,533 days 00:00:00.000000000
emp1880,"Optaros, Inc.",MRM Optaros New York,Finance,Dir of Fin Plng & Anal,FP&A Director,sup0144,Regular,1,2011-03-01,,2017-06-01,Involuntary,Elimination of Position-I,43.67,0,B-First/Mid Level Officials,1-White,0,02124,,,1,0,0,"(42.29, -71.07)",10017,"(40.75, -73.973)",184.279515053616,2284 days 00:00:00.000000000
emp0321,"McCann Relationship Mktg, LLC",MRM McCann New York,CRE PROD - MDI  NY  CREATIVE,Broadcast Studio Specialist,Flash  Designer,sup0088,Temporary,1,2010-10-07,2013-01-04,2013-02-15,Voluntary,End Temporary Employment-V,41.43,0,2-Professionals,1-White,0,10605,,,1,1,0,"(41.01, -73.74)",10017,"(40.75, -73.973)",21.697889590504293,42 days 00:00:00.000000000
emp0842,"McCann Relationship Mktg, LLC",MRM McCann New York,Project Management,Project Manager,Project Manager,sup0363,Temporary,1,1997-06-02,2014-05-19,2014-06-19,Voluntary,End Temporary Employment-V,46.67,1,2-Professionals,1-White,0,10009,,,1,1,0,"(40.73, -73.98)",10017,"(40.75, -73.973)",1.4281164732537879,31 days 00:00:00.000000000
emp1687,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Experience Planning,Business Analyst,Sr Business Analyst,sup0380,Regular,1,2016-03-07,,2016-07-15,Voluntary,Resignation-V,36.19,0,2-Professionals,1-White,0,84009,,,1,0,0,"(None, None)",84111,"(40.76, -111.88)",7356.288240781272,130 days 00:00:00.000000000
emp0003,"McCann Relationship Mktg, LLC",MRM McCann New York,ADM OFCSV - MDI-NY-Admn,Admin. Assistant,Group Coordinator,sup0431,Regular,1,2012-01-30,,2013-04-04,Voluntary,Resignation-Other Position-V,25.33,1,5-Administrative Support Workers,1-White,1,11237,,,1,0,0,"(40.7, -73.92)",10017,"(40.75, -73.973)",4.432201694232359,430 days 00:00:00.000000000
emp0009,"McCann Relationship Mktg, LLC",MRM McCann New York,Studio,Administrative Coordinator,Financial Coordinator,sup0363,Regular,1,2007-08-09,,2013-06-14,Voluntary,Resignation-Other Position-V,31.75,1,5-Administrative Support Workers,1-White,1,08527,,,1,0,0,"(40.1, -74.4)",10017,"(40.75, -73.973)",50.1837449896582,2136 days 00:00:00.000000000
emp0018,"McCann Relationship Mktg, LLC",MRM McCann New York,Studio,Desktop Operator,Desktop Operator,sup0489,Regular,1,2005-10-17,,2016-03-15,Involuntary,Elimination of Position-I,55.59,1,5-Administrative Support Workers,1-White,1,11215,,,1,0,0,"(40.67, -73.98)",10017,"(40.75, -73.973)",5.532400485759841,3802 days 00:00:00.000000000
emp0020,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,ADM Office Services / G&A,Executive Assistant,Executive Assistant,sup0335,Regular,1,2010-02-01,,2015-02-02,Involuntary,Mutual Consent - Involuntary-I,46.52,1,5-Administrative Support Workers,1-White,1,84071,,,1,0,0,"(40.2, -112.3)",84111,"(40.76, -111.88)",44.52753923874927,1827 days 00:00:00.000000000
emp0022,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,ADM Office Services / G&A,Executive Assistant,Executive Assistant,sup0229,Regular,1,2017-02-09,,2018-01-19,Involuntary,Staff Reduction-I,46.64,1,5-Administrative Support Workers,5-American Indian/Alaska Nativ,1,84121,,,1,0,0,"(40.7, -111.7)",84111,"(40.76, -111.88)",10.315804747119408,344 days 00:00:00.000000000
emp0024,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Illustrator,Senior Graphic Artist,sup0511,Regular,1,2008-09-08,,2013-06-14,Involuntary,Staff Reduction-I,41.51,0,2-Professionals,2-Black/African American,1,11422,,,1,0,0,"(40.65, -73.77)",10017,"(40.75, -73.973)",12.698903277046597,1740 days 00:00:00.000000000
emp0035,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Proofreading,Proofreader,Proofreader,sup0213,Regular,1,2013-08-26,,2016-07-01,Involuntary,Misconduct-I,27.33,1,2-Professionals,1-White,1,84070,,,1,0,0,"(40.58, -111.89)",84111,"(40.76, -111.88)",12.431420303205828,1040 days 00:00:00.000000000
emp0039,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Creative,Proofreader,Proofreader,sup0195,Regular,1,2013-10-30,,2015-06-19,Voluntary,Resignation-Other Position-V,24.82,1,2-Professionals,1-White,1,19020,,,1,0,0,"(40.1, -74.94)",08540,"(40.4, -74.7)",24.27832157060238,597 days 00:00:00.000000000
emp0041,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Proofreading,Proofreader,Copy Editor,sup0213,Regular,1,2012-07-02,,2017-04-19,Involuntary,Staff Reduction-I,40.06,1,2-Professionals,1-White,1,84120,,,1,0,0,"(40.7, -112.0)",84111,"(40.76, -111.88)",7.537811994537898,1752 days 00:00:00.000000000
emp0042,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,PRD PRNT PROD MDI-NY-Prod/TRFC,Proofreader,Proofreader,sup0195,Regular,1,2003-07-21,,2013-06-21,Involuntary,Staff Reduction-I,55.77,0,2-Professionals,1-White,1,08108,,,1,0,0,"(39.91, -75.06)",08540,"(40.4, -74.7)",38.80979158564569,3623 days 00:00:00.000000000
emp0044,"McCann Relationship Mktg, LLC",MRM McCann New York,Print,Proofreader,Proofreader,sup0269,Regular,1,2010-03-08,,2016-06-01,Involuntary,Elimination of Position-I,37.47,1,2-Professionals,2-Black/African American,1,11225,,,1,0,0,"(40.66, -73.96)",10017,"(40.75, -73.973)",6.247601496758098,2277 days 00:00:00.000000000
emp0048,"McCann Relationship Mktg, LLC",MRM McCann New York,ADM OFCSV - MDI-NY-Admn,Receptionist,Receptionist,sup0250,Regular,1,2013-03-11,,2013-03-11,Voluntary,Family Reasons-V,25.3,1,5-Administrative Support Workers,1-White,1,07065,,,1,0,0,"(40.61, -74.28)",10017,"(40.75, -73.973)",18.799006795348408,0 days 00:00:00.000000000
emp0055,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,ADM Office Services / G&A,Receptionist,Receptionist,sup0360,Regular,1,2015-03-16,,2017-02-21,Involuntary,Misconduct-I,31.97,1,5-Administrative Support Workers,"8-2 or more races, not Hispanc",1,84108,,,1,0,0,"(40.8, -111.7)",84111,"(40.76, -111.88)",9.836647372688931,708 days 00:00:00.000000000
emp0056,"McCann Relationship Mktg, LLC",MRM McCann New York,Studio,Retoucher,Retoucher,sup0489,Regular,1,2007-08-09,,2016-03-15,Involuntary,Elimination of Position-I,55.25,0,5-Administrative Support Workers,1-White,1,07452,,,1,0,0,"(40.96, -74.12)",10017,"(40.75, -73.973)",16.410440471977463,3141 days 00:00:00.000000000
emp0058,"McCann Relationship Mktg, LLC",MRM McCann New York,Studio,Sr. Desktop Operator,Senior Desktop Operator,sup0489,Regular,1,1992-06-01,1998-09-28,2016-03-15,Involuntary,Elimination of Position-I,60.08,0,2-Professionals,1-White,1,10310,,,1,1,0,"(40.63, -74.12)",10017,"(40.75, -73.973)",11.321442316269787,6378 days 00:00:00.000000000
emp0061,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Studio - SF,Sr. Studio Artist,Sr Studio Artist,sup0158,Regular,1,2000-10-19,,2017-08-15,Involuntary,Staff Reduction-I,43.32,0,2-Professionals,1-White,1,94563,,,1,0,0,"(37.87, -122.19)",84111,"(40.76, -111.88)",586.9116788460349,6144 days 00:00:00.000000000
emp0065,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Copywriter,Sr Copywriter,sup0168,Temporary,1,1995-02-13,2015-09-21,2015-10-08,Voluntary,End Temporary Employment-V,56.27,0,2-Professionals,1-White,1,48034,,,1,1,0,"(42.5, -83.29)",48009,"(42.55, -83.22)",4.968257467011876,17 days 00:00:00.000000000
emp0068,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Producer,Producer,sup0483,Temporary,1,2007-03-12,2015-11-02,2015-12-18,Voluntary,End Temporary Employment-V,56.64,0,2-Professionals,1-White,1,48187,,,1,1,0,"(42.33, -83.49)",48009,"(42.55, -83.22)",20.521408321409787,46 days 00:00:00.000000000
emp0071,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Production Assistants,Production Assistant,Production Assistant,sup0158,Regular,1,2013-11-11,,2014-08-08,Voluntary,Resignation-V,24.17,0,5-Administrative Support Workers,1-White,1,84108,,,1,0,0,"(40.8, -111.7)",84111,"(40.76, -111.88)",9.836647372688931,270 days 00:00:00.000000000
emp0076,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Senior Art Director,Sr Art Director,sup0384,Temporary,1,1994-10-24,2016-10-10,2016-10-16,Voluntary,End Temporary Employment-V,56.03,1,2-Professionals,1-White,1,48098,,,1,1,0,"(42.6, -83.18)",48009,"(42.55, -83.22)",4.009372385293363,6 days 00:00:00.000000000
emp0077,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Senior Art Director,Sr Art Director,sup0168,Temporary,1,2002-03-04,2016-04-11,2016-04-29,Voluntary,End Temporary Employment-V,42.62,0,2-Professionals,1-White,1,48167,,,1,1,0,"(42.4, -83.5)",48009,"(42.55, -83.22)",17.660270272489925,18 days 00:00:00.000000000
emp0080,"McCann Relationship Mktg, LLC",MRM McCann New York,Studio,Sr. Studio Artist,Studio Artist,sup0489,Regular,1,1999-02-16,2009-07-20,2015-10-23,Voluntary,Resignation-Other Position-V,48.55,0,2-Professionals,3-Hispanic/Latino,1,10705,,,1,1,0,"(40.92, -73.89)",10017,"(40.75, -73.973)",12.51119357247245,2286 days 00:00:00.000000000
emp0081,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Account Director,Group Strategy Director,sup0193,Temporary,1,2006-07-06,2012-08-17,2013-09-13,Voluntary,End Temporary Employment-V,43.52,1,B-First/Mid Level Officials,1-White,1,84092,12/1/08,Normal Career Progression,1,1,1,"(40.6, -111.7)",84111,"(40.76, -111.88)",14.536046264633807,392 days 00:00:00.000000000
emp0085,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Account Director,Group Strategy Director,sup0226,Temporary,1,2008-05-05,2016-03-16,2016-05-10,Voluntary,End Temporary Employment-V,46.44,0,B-First/Mid Level Officials,1-White,1,84015,6/1/10,Normal Career Progression,1,1,1,"(41.11, -112.06)",84111,"(40.76, -111.88)",25.923571068319188,55 days 00:00:00.000000000
emp0086,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0469,Temporary,1,2010-10-18,2016-01-20,2016-04-01,Voluntary,End Temporary Employment-V,37.75,0,B-First/Mid Level Officials,1-White,1,06906,8/1/15,Outstanding Performance,1,1,1,"(41.07, -73.52)",84111,"(40.76, -111.88)",1991.6434191577096,72 days 00:00:00.000000000
emp0087,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service - SF,Account Director,"VP, Group Account Director",sup0429,Temporary,1,2015-01-26,,2015-09-04,Voluntary,End Temporary Employment-V,51.25,0,B-First/Mid Level Officials,1-White,1,94115,,,1,0,0,"(37.79, -122.44)",84111,"(40.76, -111.88)",601.6553270772105,221 days 00:00:00.000000000
emp0090,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Executive,Account Executive,sup0155,Temporary,1,2013-11-07,,2014-03-26,Voluntary,End Temporary Employment-V,32.93,0,2-Professionals,1-White,1,11030,,,1,0,0,"(40.79, -73.69)",10017,"(40.75, -73.973)",15.100701990134764,139 days 00:00:00.000000000
emp0093,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Supervisor/Manager,Account Supervisor,sup0311,Temporary,1,2010-05-17,2014-01-29,2014-06-20,Voluntary,End Temporary Employment-V,52.83,1,B-First/Mid Level Officials,1-White,1,19040,,,1,1,0,"(40.18, -75.1)",08540,"(40.4, -74.7)",26.020689016353447,142 days 00:00:00.000000000
emp0095,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Supervisor/Manager,Account Supervisor,sup0318,Temporary,1,2014-02-24,,2014-07-25,Voluntary,End Temporary Employment-V,45.65,1,B-First/Mid Level Officials,1-White,1,08096,,,1,0,0,"(39.83, -75.13)",08540,"(40.4, -74.7)",45.44725835675731,151 days 00:00:00.000000000
emp0099,"McCann Relationship Mktg, LLC",ME MRM Detroit,Administrative,Admin. Assistant,Group Coordinator,sup0058,Temporary,1,2013-02-11,,2013-05-17,Voluntary,End Temporary Employment-V,45.32,1,5-Administrative Support Workers,1-White,1,48073,,,1,0,0,"(42.52, -83.16)",48009,"(42.55, -83.22)",3.697160098888946,95 days 00:00:00.000000000
emp0100,"McCann Relationship Mktg, LLC",ME MRM Detroit,Administrative,Administrative Assistant,Group Coordinator,sup0384,Temporary,1,2015-09-28,,2016-01-29,Voluntary,End Temporary Employment-V,30.0,1,5-Administrative Support Workers,1-White,1,48329,,,1,0,0,"(42.69, -83.39)",48009,"(42.55, -83.22)",12.980319602945052,123 days 00:00:00.000000000
emp0102,"McCann Relationship Mktg, LLC",ME MRM Detroit,Administrative,Administrative Assistant,Group Coordinator,sup0417,Temporary,1,2016-10-19,,2016-12-22,Voluntary,End Temporary Employment-V,54.08,1,5-Administrative Support Workers,2-Black/African American,1,48075,,,1,0,0,"(42.46, -83.23)",48009,"(42.55, -83.22)",6.23310399333186,64 days 00:00:00.000000000
emp0103,"McCann Relationship Mktg, LLC",ME MRM Detroit,Analytics,Analyst,"Assoc Analyst, Perf&Analytics",sup0072,Temporary,1,2016-10-31,,2017-04-28,Voluntary,End Temporary Employment-V,23.73,1,2-Professionals,1-White,1,48336,2/1/18,Outstanding Performance,1,0,1,"(42.46, -83.35)",48009,"(42.55, -83.22)",9.092406721416577,179 days 00:00:00.000000000
emp0105,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Technology,App Developer,Senior Back End Developer,sup0113,Temporary,1,2003-04-07,2013-10-28,2014-12-23,Voluntary,End Temporary Employment-V,39.61,0,2-Professionals,1-White,1,48081,,,1,1,0,"(42.49, -82.9)",08540,"(40.4, -74.7)",449.33286008711445,421 days 00:00:00.000000000
emp0106,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Development (Build),App Developer,Developer,sup0342,Temporary,1,2010-02-01,2017-07-28,2017-08-27,Voluntary,End Temporary Employment-V,34.44,0,2-Professionals,1-White,1,98116,7/1/16,Normal Career Progression,1,1,1,"(47.58, -122.4)",84111,"(40.76, -111.88)",702.4457024705691,30 days 00:00:00.000000000
emp0108,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Development (Build),App Developer,Web Developer,sup0453,Temporary,1,2014-02-07,,2014-02-09,Voluntary,End Temporary Employment-V,31.75,0,2-Professionals,1-White,1,84660,,,1,0,0,"(40.0, -111.7)",84111,"(40.76, -111.88)",53.29184634199105,2 days 00:00:00.000000000
emp0109,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Technology,App Developer,Front End Developer,sup0113,Temporary,1,2014-07-11,,2014-07-21,Voluntary,End Temporary Employment-V,50.34,0,2-Professionals,1-White,1,08610,,,1,0,0,"(40.2, -74.71)",08540,"(40.4, -74.7)",13.809569949539195,10 days 00:00:00.000000000
emp0110,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Development (Build),App Developer,Sr Applications Developer,sup0342,Temporary,1,2015-10-12,2017-06-16,2017-08-05,Voluntary,End Temporary Employment-V,40.71,0,2-Professionals,1-White,1,84074,,,1,1,0,"(40.5, -112.3)",84111,"(40.76, -111.88)",28.449248171589403,50 days 00:00:00.000000000
emp0112,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Technology,App Developer,Back End Developer,sup0113,Temporary,1,2016-03-15,,2016-04-15,Voluntary,End Temporary Employment-V,44.43,0,2-Professionals,4-Asian,1,08054,,,1,0,0,"(39.96, -74.92)",08540,"(40.4, -74.7)",32.51417152530222,31 days 00:00:00.000000000
emp0115,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Art Buyer,Senior Art Producer,sup0293,Temporary,1,1996-02-27,2016-11-08,2016-11-22,Voluntary,End Temporary Employment-V,58.22,1,2-Professionals,1-White,1,10280,,,1,1,0,"(40.707, -74.017)",10017,"(40.75, -73.973)",3.7601078345810754,14 days 00:00:00.000000000
emp0120,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Art Buyer,Art Buyer,sup0293,Temporary,1,2013-10-15,2014-02-07,2014-02-07,Voluntary,End Temporary Employment-V,42.29,1,2-Professionals,1-White,1,10022,,,1,1,0,"(40.76, -73.97)",10017,"(40.75, -73.973)",0.7077557007034554,0 days 00:00:00.000000000
emp0121,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Art Buyer,Art Buyer,sup0293,Temporary,1,2013-10-15,,2013-11-20,Voluntary,End Temporary Employment-V,42.07,1,2-Professionals,1-White,1,10022,,,1,0,0,"(40.76, -73.97)",10017,"(40.75, -73.973)",0.7077557007034554,36 days 00:00:00.000000000
emp0125,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,CRE Creative,Art Director,Art Director,sup0142,Temporary,1,2016-05-23,,2017-04-18,Involuntary,Staff Reduction-I,22.98,1,2-Professionals,1-White,1,84109,6/1/18,Normal Career Progression,1,0,1,"(40.72, -111.76)",84111,"(40.76, -111.88)",6.876342347337756,330 days 00:00:00.000000000
emp0136,"McCann Relationship Mktg, LLC",MRM McCann New York,CRE PROD - MDI  NY  CREATIVE,Art Director,Art Director,sup0088,Temporary,1,2013-01-07,,2013-01-18,Voluntary,End Temporary Employment-V,48.9,1,2-Professionals,1-White,1,11231,,,1,0,0,"(40.68, -74.0)",10017,"(40.75, -73.973)",5.033888261273395,11 days 00:00:00.000000000
emp0138,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Art Director,Art Director,sup0088,Temporary,1,2013-09-16,,2014-11-26,Voluntary,End Temporary Employment-V,32.13,1,2-Professionals,1-White,1,10009,,,1,0,0,"(40.73, -73.98)",10017,"(40.75, -73.973)",1.4281164732537879,436 days 00:00:00.000000000
emp0139,"MRM Gould, Inc.",ME MRM San Francisco,CRE PROD - Creative - SF MRM,Art Director,Art Director,sup0260,Temporary,1,2013-09-23,,2014-01-21,Voluntary,End Temporary Employment-V,32.31,1,2-Professionals,1-White,1,94110,,,1,0,0,"(37.75, -122.42)",94111,"(37.81, -122.41)",4.174093956387134,120 days 00:00:00.000000000
emp0140,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Art Director,Art Director,sup0416,Temporary,1,2013-10-28,,2013-11-08,Voluntary,End Temporary Employment-V,31.63,1,2-Professionals,1-White,1,48220,,,1,0,0,"(42.46, -83.14)",48009,"(42.55, -83.22)",7.435333897250115,11 days 00:00:00.000000000
emp0143,"McCann Relationship Mktg, LLC",MRM McCann New York,Creative,Art Director,Art Director,sup0088,Temporary,1,2015-08-25,,2015-10-16,Voluntary,End Temporary Employment-V,53.67,1,2-Professionals,1-White,1,07030,,,1,0,0,"(40.75, -74.03)",10017,"(40.75, -73.973)",2.991144190261444,52 days 00:00:00.000000000
emp0144,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Art Director,Art Director,sup0384,Temporary,1,2015-11-09,2016-03-07,2017-02-14,Voluntary,End Temporary Employment-V,43.16,1,2-Professionals,1-White,1,48072,,,1,1,0,"(42.5, -83.18)",48009,"(42.55, -83.22)",4.010175873726454,344 days 00:00:00.000000000
emp0148,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,CRE Creative,Art Director,Art Director,sup0142,Temporary,1,2016-03-14,,2016-04-01,Voluntary,End Temporary Employment-V,34.07,1,2-Professionals,1-White,1,90042,,,1,0,0,"(34.11, -118.19)",84111,"(40.76, -111.88)",574.7295202410085,18 days 00:00:00.000000000
emp0153,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Art Director,Sr Art Director,sup0168,Temporary,1,1985-06-16,2016-01-26,2016-01-29,Voluntary,End Temporary Employment-V,53.96,0,2-Professionals,1-White,1,48220,,,1,1,0,"(42.46, -83.14)",48009,"(42.55, -83.22)",7.435333897250115,3 days 00:00:00.000000000
emp0154,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,CRE Creative,Art Director,Art Director,sup0346,Temporary,1,1995-09-20,2016-02-08,2016-04-15,Voluntary,End Temporary Employment-V,50.95,0,2-Professionals,1-White,1,80120,,,1,1,0,"(39.6, -105.01)",84111,"(40.76, -111.88)",372.16946263853833,67 days 00:00:00.000000000
emp0155,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,CRE Content,Art Director,Art Director,sup0093,Temporary,1,1995-09-20,2014-07-25,2014-09-05,Voluntary,End Temporary Employment-V,49.34,0,2-Professionals,1-White,1,80120,,,1,1,0,"(39.6, -105.01)",84111,"(40.76, -111.88)",372.16946263853833,42 days 00:00:00.000000000
emp0156,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,CRE Creative,Art Director,Art Director,sup0093,Temporary,1,1995-09-20,2013-11-25,2014-04-13,Voluntary,End Temporary Employment-V,48.94,0,2-Professionals,1-White,1,80120,,,1,1,0,"(39.6, -105.01)",84111,"(40.76, -111.88)",372.16946263853833,139 days 00:00:00.000000000
