ID,Company,Business Unit,Department,Job Title,Business Title,Supervisor ID,Reg/Temp,Full/Part,Start Date,Rehire Date,Term Date,Voluntary / Involuntary,Term Reason,Age,Gender,EEO-1 Category,Ethnicity,Marital Status,Zip Code,Date of Last Promo,Promo Reason,Term(1)/Stay(0),Rehire Flag,Promo Flag,Lat_Lng_Home,Office_zip,Lat_Lng_Office,Distance_mile,Length_Stay
emp1208,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,ADM Office Services / G&A,Office Services Specialist,Security Officer,sup0125,Temporary,0,2013-09-12,,2013-09-13,Voluntary,End Temporary Employment-V,49.28,0,2-Professionals,6-Not Applicable,1,84093,,,1,0,0,"(40.6, -111.83)",84111,"(40.76, -111.88)",11.348434773173656,1 days 00:00:00.000000000
emp1209,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,ADM Office Services / G&A,Office Services Specialist,Security Officer,sup0125,Temporary,0,2013-09-16,,2013-09-20,Voluntary,End Temporary Employment-V,46.04,0,2-Professionals,7-Native Hawaiian/Oth Pacif Is,1,84074,,,1,0,0,"(40.5, -112.3)",84111,"(40.76, -111.88)",28.449248171589403,4 days 00:00:00.000000000
emp1211,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Planner,Sr Content Strategist,sup0425,Temporary,0,2010-09-16,2017-08-30,2017-12-15,Voluntary,End Temporary Employment-V,52.23,1,2-Professionals,1-White,1,84105,5/1/15,Normal Career Progression,1,1,1,"(40.74, -111.86)",84111,"(40.76, -111.88)",1.7337964595717141,107 days 00:00:00.000000000
emp1214,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Production,Print Production Specialist,Production Designer,sup0158,Temporary,0,2013-10-03,,2013-10-21,Voluntary,End Temporary Employment-V,36.93,0,2-Professionals,"8-2 or more races, not Hispanc",1,84104,,,1,0,0,"(40.75, -111.99)",84111,"(40.76, -111.88)",5.813050396844051,18 days 00:00:00.000000000
emp1215,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Broadcast,Producer,Producer,sup0314,Temporary,0,2007-03-29,2014-08-10,2014-10-13,Voluntary,End Temporary Employment-V,47.97,1,2-Professionals,1-White,1,18902,,,1,1,0,"(40.36, -75.11)",08540,"(40.4, -74.7)",21.80936907968969,64 days 00:00:00.000000000
emp1216,"MRM Gould, Inc.",ME MRM San Francisco,SPR Competitive Analys/Stratgy,Professional,Senior Analyst,sup0281,Temporary,0,1996-10-09,2011-01-14,2013-05-02,Voluntary,End Temporary Employment-V,43.44,1,2-Professionals,1-White,1,94708,,,1,1,0,"(37.9, -122.25)",94111,"(37.81, -122.41)",10.727576127298772,839 days 00:00:00.000000000
emp1217,"McCann Relationship Mktg, LLC",ME MRM Detroit,Project Management,Project Coordinator,"Assoc Project Mgr, Ops",sup0058,Temporary,0,2014-10-13,2018-01-08,2018-03-14,Voluntary,End Temporary Employment-V,29.18,1,2-Professionals,1-White,1,48307,,,1,1,0,"(42.66, -83.12)",48009,"(42.55, -83.22)",9.14605192449505,65 days 00:00:00.000000000
emp1218,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Project Management,Project Management Specialist,Sr Project Manager,sup0266,Temporary,0,2016-05-13,,2016-05-13,Voluntary,End Temporary Employment-V,35.85,0,2-Professionals,1-White,1,84105,,,1,0,0,"(40.74, -111.86)",84111,"(40.76, -111.88)",1.7337964595717141,0 days 00:00:00.000000000
emp1221,"McCann Relationship Mktg, LLC",MRM McCann New York,Broadcast,Proofreader,Proofreader,sup0390,Temporary,0,2010-03-08,2017-03-31,2017-08-31,Voluntary,End Temporary Employment-V,38.72,1,2-Professionals,2-Black/African American,1,11225,,,1,1,0,"(40.66, -73.96)",10017,"(40.75, -73.973)",6.247601496758098,153 days 00:00:00.000000000
emp1224,"Optaros, Inc.",MRM Optaros New York,People,Recruiter,Recruiter,sup0207,Temporary,0,2015-08-18,,2016-06-30,Voluntary,End Temporary Employment-V,33.91,0,2-Professionals,1-White,1,02043,,,1,0,0,"(42.22, -70.88)",10017,"(40.75, -73.973)",189.8603462246964,317 days 00:00:00.000000000
emp1225,"McCann Relationship Mktg, LLC",ME MRM Detroit,Creative,Senior Art Director,Sr Art Director,sup0384,Temporary,0,2012-11-05,2016-07-25,2016-12-22,Voluntary,End Temporary Employment-V,42.2,0,2-Professionals,1-White,1,48130,,,1,1,0,"(42.35, -83.9)",48009,"(42.55, -83.22)",37.4001792870574,150 days 00:00:00.000000000
emp1227,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,Relationship Marketing,Strategic Planner,Sr Relationship Marketing Mngr,sup0146,Temporary,0,2014-09-22,,2015-03-13,Voluntary,End Temporary Employment-V,27.53,1,2-Professionals,1-White,1,75206,,,1,0,0,"(32.83, -96.77)",84111,"(40.76, -111.88)",998.3583882737908,172 days 00:00:00.000000000
emp1228,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Studio,Studio Specialist,Studio Designer,sup0158,Temporary,0,2005-04-14,2013-01-29,2013-10-02,Voluntary,End Temporary Employment-V,30.86,1,2-Professionals,1-White,1,84096,1/1/10,Normal Career Progression,1,1,1,"(40.49, -112.08)",84111,"(40.76, -111.88)",21.39277410475649,246 days 00:00:00.000000000
emp1229,"McCann Relationship Mktg, LLC",MRM McCann New York,PRD PRNT PROD - MDI-PRINT Stud,Studio Specialist,Studio Artist,sup0489,Temporary,0,1997-08-20,2013-01-28,2013-01-30,Voluntary,End Temporary Employment-V,63.46,0,2-Professionals,4-Asian,1,11365,,,1,1,0,"(40.74, -73.79)",10017,"(40.75, -73.973)",9.628621754935516,2 days 00:00:00.000000000
emp1235,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,"SVP, Account Director",sup0004,Regular,1,2006-03-02,2009-12-28,2016-06-01,Involuntary,Elimination of Position-I,51.06,1,B-First/Mid Level Officials,1-White,1,48304,,,1,1,0,"(42.59, -83.24)",48009,"(42.55, -83.22)",2.9435041385563685,2347 days 00:00:00.000000000
emp1236,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,Mgmt Supvsr,sup0414,Regular,1,1999-12-13,2008-03-10,2014-03-31,Involuntary,Elimination of Position-I,43.01,0,B-First/Mid Level Officials,1-White,1,48225,2/1/12,Promotion,1,1,1,"(42.44, -82.93)",48009,"(42.55, -83.22)",16.645707804829293,2212 days 00:00:00.000000000
emp1237,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Director,"VP, Brand Director",sup0099,Regular,1,1998-08-24,2010-01-04,2014-01-07,Involuntary,Elimination of Position-I,40.49,0,B-First/Mid Level Officials,1-White,1,08854,,,1,1,0,"(40.55, -74.46)",10017,"(40.75, -73.973)",29.07757921702654,1464 days 00:00:00.000000000
emp1239,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0224,Regular,1,2006-04-03,,2013-03-29,Involuntary,Not Suited to Job-I,41.68,1,B-First/Mid Level Officials,1-White,1,84106,5/1/10,Promotion,1,0,1,"(40.71, -111.86)",84111,"(40.76, -111.88)",3.606295182955766,2552 days 00:00:00.000000000
emp1240,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,"VP, Account Director",sup0449,Regular,1,2004-10-18,2011-04-11,2016-09-16,Voluntary,Resignation-Other Position-V,38.12,1,B-First/Mid Level Officials,1-White,1,30188,1/1/07,Outstanding Performance,1,1,1,"(34.12, -84.45)",48009,"(42.55, -83.22)",585.2602369975659,1985 days 00:00:00.000000000
emp1243,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Director,Account Director,sup0110,Regular,1,2004-06-07,2016-03-07,2017-05-12,Voluntary,Resignation-Other Position-V,35.29,0,B-First/Mid Level Officials,1-White,1,11218,,,1,1,0,"(40.65, -73.98)",10017,"(40.75, -73.973)",6.909995102443217,431 days 00:00:00.000000000
emp1245,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Director,VP Account Director,sup0099,Regular,1,2010-10-18,2013-12-09,2015-10-14,Voluntary,Resignation-Other Position-V,37.28,0,B-First/Mid Level Officials,1-White,1,06906,8/1/15,Outstanding Performance,1,1,1,"(41.07, -73.52)",10017,"(40.75, -73.973)",32.403247326307685,674 days 00:00:00.000000000
emp1246,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Director,VP Account Director,sup0311,Regular,1,2017-08-14,,2018-01-05,Voluntary,Personal Reasons-V,38.69,1,B-First/Mid Level Officials,1-White,1,18940,,,1,0,0,"(40.26, -74.96)",08540,"(40.4, -74.7)",16.786969258342435,144 days 00:00:00.000000000
emp1248,"MRM Gould, Inc.",ME MRM San Francisco,MGT ACCT MGT - Acct Svc SF MRM,Account Director,Account Director,sup0246,Regular,1,2010-02-01,,2013-05-08,Involuntary,Staff Reduction-I,37.31,1,B-First/Mid Level Officials,1-White,1,94115,,,1,0,0,"(37.79, -122.44)",94111,"(37.81, -122.41)",2.1442723678467464,1192 days 00:00:00.000000000
emp1249,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,VP/Group Account Director,sup0429,Regular,1,2004-06-10,,2014-08-01,Involuntary,Staff Reduction-I,44.26,0,B-First/Mid Level Officials,1-White,1,84093,8/16/07,Promotion,1,0,1,"(40.6, -111.83)",84111,"(40.76, -111.88)",11.348434773173656,3704 days 00:00:00.000000000
emp1250,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0048,Regular,1,2005-02-07,2015-04-06,2017-05-05,Involuntary,Staff Reduction-I,39.33,0,B-First/Mid Level Officials,1-White,1,84037,7/1/08,Normal Career Progression,1,1,1,"(41.03, -111.94)",84111,"(40.76, -111.88)",18.89422981198579,760 days 00:00:00.000000000
emp1251,"MRM Gould, Inc.",ME MRM San Francisco,MGT ACCT MGT - Acct Svc SF MRM,Account Director,"VP, Account Director",sup0045,Regular,1,2013-05-06,,2014-04-01,Involuntary,Staff Reduction-I,40.88,0,B-First/Mid Level Officials,1-White,1,97229,,,1,0,0,"(45.55, -122.81)",94111,"(37.81, -122.41)",534.5671285629605,330 days 00:00:00.000000000
emp1252,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0211,Regular,1,2017-03-06,,2018-01-03,Involuntary,Staff Reduction-I,47.11,0,B-First/Mid Level Officials,1-White,1,48306,,,1,0,0,"(42.74, -83.09)",84111,"(40.76, -111.88)",1486.9376624676356,303 days 00:00:00.000000000
emp1253,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,VP/Group Account Director,sup0224,Regular,1,2005-02-22,,2014-06-13,Voluntary,Relocation-V,42.87,1,B-First/Mid Level Officials,1-White,1,84103,,,1,0,0,"(40.8, -111.85)",84111,"(40.76, -111.88)",3.177172466924976,3398 days 00:00:00.000000000
emp1255,"McCann Relationship Mktg, LLC",MRM McCann New York,Brand,Account Director,"SVP, Account Director",sup0302,Regular,1,2006-07-10,,2013-01-29,Voluntary,Relocation-V,33.5,0,B-First/Mid Level Officials,1-White,1,33314,9/1/09,Outstanding Performance,1,0,1,"(26.07, -80.22)",10017,"(40.75, -73.973)",1073.4421390592288,2395 days 00:00:00.000000000
emp1257,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0224,Regular,1,2008-03-10,,2014-10-31,Voluntary,Resignation-V,49.72,1,B-First/Mid Level Officials,1-White,1,84105,5/1/13,Normal Career Progression,1,0,1,"(40.74, -111.86)",84111,"(40.76, -111.88)",1.7337964595717141,2426 days 00:00:00.000000000
emp1258,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service - SF,Account Director,"VP, Account Director",sup0246,Regular,1,2010-02-01,2013-10-01,2015-04-14,Voluntary,Resignation-V,39.25,1,B-First/Mid Level Officials,1-White,1,94115,,,1,1,0,"(37.79, -122.44)",84111,"(40.76, -111.88)",601.6553270772105,560 days 00:00:00.000000000
emp1259,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0045,Regular,1,2013-03-04,,2013-10-04,Voluntary,Resignation-V,37.93,1,B-First/Mid Level Officials,1-White,1,84105,,,1,0,0,"(40.74, -111.86)",84111,"(40.76, -111.88)",1.7337964595717141,214 days 00:00:00.000000000
emp1260,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,"VP, Group Account Director",sup0429,Regular,1,2004-11-08,2010-09-07,2014-07-15,Voluntary,Resignation-V,51.11,0,B-First/Mid Level Officials,1-White,1,84103,,,1,1,0,"(40.8, -111.85)",84111,"(40.76, -111.88)",3.177172466924976,1407 days 00:00:00.000000000
emp1261,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0429,Regular,1,2005-02-16,,2014-09-16,Voluntary,Resignation-V,37.53,0,B-First/Mid Level Officials,1-White,1,84096,2/1/06,Normal Career Progression,1,0,1,"(40.49, -112.08)",84111,"(40.76, -111.88)",21.39277410475649,3499 days 00:00:00.000000000
emp1262,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Account Director,Group Strategy Director,sup0193,Regular,1,2008-05-05,,2014-09-25,Voluntary,Resignation-V,44.81,0,B-First/Mid Level Officials,1-White,1,84015,6/1/10,Normal Career Progression,1,0,1,"(41.11, -112.06)",84111,"(40.76, -111.88)",25.923571068319188,2334 days 00:00:00.000000000
emp1263,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,SPR Strategic Planning,Account Director,Strategy Director,sup0444,Regular,1,2010-04-21,,2013-04-19,Voluntary,Resignation-V,40.68,0,B-First/Mid Level Officials,1-White,1,53044,5/1/12,Outstanding Performance,1,0,1,"(43.74, -87.79)",84111,"(40.76, -111.88)",1247.7466142142987,1094 days 00:00:00.000000000
emp1264,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0045,Regular,1,2012-06-26,,2013-01-09,Voluntary,Resignation-V,39.72,0,B-First/Mid Level Officials,1-White,1,84102,,,1,0,0,"(40.76, -111.86)",84111,"(40.76, -111.88)",1.049367050519521,197 days 00:00:00.000000000
emp1266,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Director,Account Director,sup0343,Regular,1,2016-11-28,,2018-05-15,Voluntary,Dissatisfied w/Type of Work-V,33.19,1,B-First/Mid Level Officials,1-White,1,10010,,,1,0,0,"(40.73, -73.98)",10017,"(40.75, -73.973)",1.4281164732537879,533 days 00:00:00.000000000
emp1267,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Director,Account Director,sup0096,Regular,1,2014-03-06,,2014-08-01,Involuntary,Unsatisfactory Performance-I,56.88,1,B-First/Mid Level Officials,1-White,1,19047,,,1,0,0,"(40.18, -74.89)",08540,"(40.4, -74.7)",18.198681549088516,148 days 00:00:00.000000000
emp1269,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Director,Account Director,sup0241,Regular,1,2013-06-03,,2014-03-21,Involuntary,Unsatisfactory Performance-I,50.34,0,B-First/Mid Level Officials,1-White,1,84047,,,1,0,0,"(40.61, -111.89)",84111,"(40.76, -111.88)",10.363607940386755,291 days 00:00:00.000000000
emp1270,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Director,VP Account Director,sup0343,Regular,1,2006-12-18,2016-06-01,2017-04-21,Involuntary,Elimination of Position-I,47.22,1,B-First/Mid Level Officials,2-Black/African American,1,01845,1/1/08,Outstanding Performance,1,1,1,"(42.67, -71.08)",10017,"(40.75, -73.973)",199.82960203145703,324 days 00:00:00.000000000
emp1271,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Director,Account Director,sup0004,Regular,1,2016-02-08,,2016-09-08,Involuntary,Unsatisfactory Performance-I,48.78,0,B-First/Mid Level Officials,3-Hispanic/Latino,1,34239,,,1,0,0,"(27.31, -82.52)",48009,"(42.55, -83.22)",1051.3237312270517,213 days 00:00:00.000000000
emp1272,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Director,Account Director,sup0374,Regular,1,2015-06-01,,2016-07-15,Voluntary,Resignation-Other Position-V,37.34,1,B-First/Mid Level Officials,4-Asian,1,07042,,,1,0,0,"(40.82, -74.22)",10017,"(40.75, -73.973)",13.826003108931403,410 days 00:00:00.000000000
emp1278,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Executive,Senior Account Executive,sup0507,Regular,1,2013-04-08,,2013-11-15,Involuntary,Not Suited to Job-I,45.93,1,2-Professionals,1-White,1,11554,,,1,0,0,"(40.72, -73.55)",10017,"(40.75, -73.973)",22.29869851240792,221 days 00:00:00.000000000
emp1285,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Executive,Account Exec,sup0377,Regular,1,2012-07-30,,2014-03-28,Voluntary,Resignation-Other Position-V,25.2,1,2-Professionals,1-White,1,48073,10/16/17,Promotion,1,0,1,"(42.52, -83.16)",48009,"(42.55, -83.22)",3.697160098888946,606 days 00:00:00.000000000
emp1287,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Executive,Account Exec,sup0244,Regular,1,2013-02-25,,2013-10-04,Voluntary,Resignation-Other Position-V,25.68,1,2-Professionals,1-White,1,48335,,,1,0,0,"(42.46, -83.41)",48009,"(42.55, -83.22)",11.521812050001145,221 days 00:00:00.000000000
emp1319,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Executive,Account Executive,sup0327,Regular,1,2011-04-04,,2013-06-21,Involuntary,Staff Reduction-I,37.11,1,2-Professionals,1-White,1,08610,,,1,0,0,"(40.2, -74.71)",08540,"(40.4, -74.7)",13.809569949539195,809 days 00:00:00.000000000
emp1327,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Executive,Account Executive,sup0341,Regular,1,2013-05-02,,2014-03-21,Voluntary,Resignation-V,30.06,1,2-Professionals,1-White,1,75287,,,1,0,0,"(33.0, -96.84)",84111,"(40.76, -111.88)",988.0232867585653,323 days 00:00:00.000000000
emp1341,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Executive,Social Mgr,sup0387,Regular,1,2012-06-25,2013-11-11,2014-07-21,Voluntary,Relocation-V,28.0,1,2-Professionals,2-Black/African American,1,77407,,,1,1,0,"(29.66, -95.73)",48009,"(42.55, -83.22)",1128.5985380892491,252 days 00:00:00.000000000
emp1343,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Executive,Account Exec,sup0286,Regular,1,2014-08-04,,2016-02-15,Involuntary,Unsatisfactory Performance-I,31.13,0,2-Professionals,2-Black/African American,1,48187,,,1,0,0,"(42.33, -83.49)",48009,"(42.55, -83.22)",20.521408321409787,560 days 00:00:00.000000000
emp1348,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Executive,Account Executive,sup0451,Regular,1,2016-11-30,,2017-03-09,Voluntary,Personal Reasons-V,25.64,1,2-Professionals,3-Hispanic/Latino,1,10128,,,1,0,0,"(40.78, -73.95)",10017,"(40.75, -73.973)",2.396108943079159,99 days 00:00:00.000000000
emp1354,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Manager I,Client Service Mgr,sup0414,Regular,1,2003-06-23,2012-04-16,2013-09-30,Voluntary,Resignation-Other Position-V,39.76,0,B-First/Mid Level Officials,1-White,1,48044,,,1,1,0,"(42.65, -82.93)",48009,"(42.55, -83.22)",16.31999175872718,532 days 00:00:00.000000000
emp1355,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Manager I,Client Service Mgr,sup0414,Regular,1,2000-04-27,2005-08-15,2013-05-21,Involuntary,No Suitable Position-I,55.99,1,B-First/Mid Level Officials,2-Black/African American,1,48374,,,1,1,0,"(42.47, -83.52)",48009,"(42.55, -83.22)",16.28512833692295,2836 days 00:00:00.000000000
emp1358,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Development (Build),Account Supervisor I,Business Analyst,sup0433,Regular,1,2012-09-10,,2013-11-01,Involuntary,Staff Reduction-I,42.2,0,B-First/Mid Level Officials,1-White,1,84003,,,1,0,0,"(40.4, -111.79)",84111,"(40.76, -111.88)",25.28746995753495,417 days 00:00:00.000000000
emp1360,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Supervisor I,Account Supervisor,sup0234,Regular,1,2006-11-07,,2013-03-19,Voluntary,Resignation-V,32.99,1,B-First/Mid Level Officials,1-White,1,84123,11/1/08,Normal Career Progression,1,0,1,"(40.66, -111.92)",84111,"(40.76, -111.88)",7.212790240523473,2324 days 00:00:00.000000000
emp1363,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,Analytics,Account Supervisor I,Business Analyst,sup0433,Regular,1,2011-10-24,,2013-12-16,Voluntary,Resignation-V,28.54,0,B-First/Mid Level Officials,1-White,1,84095,,,1,0,0,"(40.56, -111.98)",84111,"(40.76, -111.88)",14.766875591570384,784 days 00:00:00.000000000
emp1364,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,PRD Development (Build),Account Supervisor I,Solution Consultant,sup0433,Regular,1,2013-02-01,,2013-11-01,Involuntary,Staff Reduction-I,44.08,0,B-First/Mid Level Officials,2-Black/African American,1,84045,,,1,0,0,"(40.3, -111.9)",84111,"(40.76, -111.88)",31.757489577099527,273 days 00:00:00.000000000
emp1367,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supervisor,sup0036,Regular,1,2005-07-21,2014-10-06,2017-09-05,Voluntary,Career Devel/Promo (GBL)-V,35.5,1,B-First/Mid Level Officials,1-White,1,48220,6/1/08,Promotion Against Requisition,1,1,1,"(42.46, -83.14)",48009,"(42.55, -83.22)",7.435333897250115,1065 days 00:00:00.000000000
emp1369,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Supervisor/Manager,Account Supervisor,sup0099,Regular,1,2014-11-24,,2015-09-01,Involuntary,Elimination of Position-I,43.52,0,B-First/Mid Level Officials,1-White,1,07666,,,1,0,0,"(40.89, -74.01)",10017,"(40.75, -73.973)",9.853280893382315,281 days 00:00:00.000000000
emp1370,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Management Supervisor,sup0387,Regular,1,2011-02-14,,2016-06-17,Voluntary,Family Reasons-V,31.9,1,B-First/Mid Level Officials,1-White,1,48042,11/1/14,Outstanding Performance,1,0,1,"(42.67, -82.92)",48009,"(42.55, -83.22)",17.39464363300618,1950 days 00:00:00.000000000
emp1371,"McCann-Erickson USA, Inc.",ME McCann Salt Lake City,MGT Account Service,Account Supervisor/Manager,Account Supervisor,sup0413,Regular,1,2014-07-28,,2016-11-05,Voluntary,Failure to Return from Leave-V,30.85,1,B-First/Mid Level Officials,1-White,1,84020,1/1/16,Normal Career Progression,1,0,1,"(40.49, -111.85)",84111,"(40.76, -111.88)",18.696968001502004,831 days 00:00:00.000000000
emp1375,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supvsr,sup0244,Regular,1,1998-05-21,2011-11-14,2014-07-17,Voluntary,Resignation-Other Position-V,37.82,1,B-First/Mid Level Officials,1-White,1,48225,9/16/00,Normal Career Progression,1,1,1,"(42.44, -82.93)",48009,"(42.55, -83.22)",16.645707804829293,976 days 00:00:00.000000000
emp1377,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Sr Account Supvsr,sup0106,Regular,1,1994-06-21,2005-06-16,2014-09-05,Voluntary,Resignation-Other Position-V,56.93,1,B-First/Mid Level Officials,1-White,1,48084,9/1/12,Promotion Against Requisition,1,1,1,"(42.56, -83.18)",48009,"(42.55, -83.22)",2.154796677402345,3368 days 00:00:00.000000000
emp1378,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Supervisor/Manager,Account Supervisor,sup0311,Regular,1,2003-08-13,2013-10-14,2015-12-23,Voluntary,Resignation-Other Position-V,38.89,1,B-First/Mid Level Officials,1-White,1,18974,,,1,1,0,"(40.21, -75.07)",08540,"(40.4, -74.7)",23.534361829134234,800 days 00:00:00.000000000
emp1384,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supervisor,sup0435,Regular,1,2010-01-25,2012-11-12,2016-08-22,Voluntary,Resignation-Other Position-V,30.34,1,B-First/Mid Level Officials,1-White,1,48236,9/16/15,Promotion,1,1,1,"(42.42, -82.9)",48009,"(42.55, -83.22)",18.648880374931817,1379 days 00:00:00.000000000
emp1389,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Supervisor/Manager,Account Supervisor,sup0096,Regular,1,2013-09-03,,2015-08-07,Voluntary,Resignation-Other Position-V,26.93,1,B-First/Mid Level Officials,1-White,1,18940,5/1/15,Outstanding Performance,1,0,1,"(40.26, -74.96)",08540,"(40.4, -74.7)",16.786969258342435,703 days 00:00:00.000000000
emp1392,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Supervisor/Manager,Account Supervisor,sup0237,Regular,1,1999-03-08,2013-08-21,2014-08-07,Voluntary,Resignation-Other Position-V,51.51,0,B-First/Mid Level Officials,1-White,1,10567,,,1,1,0,"(41.28, -73.91)",10017,"(40.75, -73.973)",36.72104840909785,351 days 00:00:00.000000000
emp1395,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Account Supervisor,sup0106,Regular,1,2010-10-25,,2015-09-15,Voluntary,Resignation-Other Position-V,29.63,0,B-First/Mid Level Officials,1-White,1,48220,10/16/14,Promotion Against Requisition,1,0,1,"(42.46, -83.14)",48009,"(42.55, -83.22)",7.435333897250115,1786 days 00:00:00.000000000
emp1399,"McCann Relationship Mktg, LLC",MRM McCann New York,Account Management,Account Supervisor/Manager,Account Supervisor,sup0343,Regular,1,2011-10-03,2014-03-27,2017-04-03,Voluntary,Resignation-Other Position-V,28.61,0,B-First/Mid Level Officials,1-White,1,91406,10/1/16,Normal Career Progression,1,1,1,"(34.2, -118.49)",10017,"(40.75, -73.973)",2461.260485221533,1103 days 00:00:00.000000000
emp1401,"McCann Relationship Mktg, LLC",MRM McCann New Jersey,Account Management,Account Supervisor/Manager,Account Supervisor,sup0097,Regular,1,2014-01-23,,2017-06-28,Voluntary,Resignation-Other Position-V,36.53,0,B-First/Mid Level Officials,1-White,1,19067,,,1,0,0,"(40.2, -74.81)",08540,"(40.4, -74.7)",14.973113238255124,1252 days 00:00:00.000000000
emp1403,"Optaros, Inc.",MRM Optaros New York,Delivery,Account Supervisor/Manager,"Client Partner, Hybris Sol Ld",sup0319,Regular,1,2015-02-02,,2017-05-12,Voluntary,Resignation-Other Position-V,54.06,0,B-First/Mid Level Officials,1-White,1,02458,,,1,0,0,"(42.35, -71.19)",10017,"(40.75, -73.973)",181.66442328907735,830 days 00:00:00.000000000
emp1405,"McCann Relationship Mktg, LLC",ME MRM Detroit,Account Management,Account Supervisor/Manager,Engagement Mgr,sup0369,Regular,1,2014-06-16,,2015-07-31,Voluntary,Personal Reasons-V,35.44,1,B-First/Mid Level Officials,1-White,1,48382,,,1,0,0,"(42.58, -83.5)",48009,"(42.55, -83.22)",14.435768757070578,410 days 00:00:00.000000000
